,num_cells,method,time,memory
0,1000,scAce_gpu,0.31278297503789265,2.4758939887499998
1,1000,scAce_gpu,0.11424537897109985,2.51501093796875
2,1000,scAce_gpu,0.11642019748687744,2.540959196953125
3,1000,scAce_gpu,0.10831973950068156,2.559137314296875
4,1000,scAce_gpu,0.11160728534062704,2.576524900625
5,2000,scAce_gpu,0.22448312441507975,2.629228333671875
6,2000,scAce_gpu,0.2279803474744161,2.671261646015625
7,2000,scAce_gpu,0.23403395414352418,2.715891832265625
8,2000,scAce_gpu,0.22440047264099122,2.74795953859375
9,2000,scAce_gpu,0.23292633295059204,2.7822145172656247
10,5000,scAce_gpu,0.5868638356526693,2.937117636171875
11,5000,scAce_gpu,0.5798993388811747,3.0322435030468746
12,5000,scAce_gpu,0.5947545369466146,3.124059789296875
13,5000,scAce_gpu,0.5913319230079651,3.215957995859375
14,5000,scAce_gpu,0.5905632654825846,3.2972434259375
15,10000,scAce_gpu,1.6589004874229432,3.5741832343749995
16,10000,scAce_gpu,1.2030812780062357,3.2213811205468748
17,10000,scAce_gpu,1.235454018910726,3.2041573748437497
18,10000,scAce_gpu,1.270684552192688,3.188244354140625
19,10000,scAce_gpu,1.2470970193545023,3.233710127578125
20,20000,scAce_gpu,2.5845540205637616,3.5869668991406245
21,20000,scAce_gpu,2.4994553446769716,3.7535231824999995
22,20000,scAce_gpu,2.4505499362945558,3.7483048585937495
23,20000,scAce_gpu,2.641587162017822,3.7971170767968747
24,20000,scAce_gpu,2.699770228068034,3.8402522173437497
25,30000,scAce_gpu,3.992634638150533,4.381036872265625
26,30000,scAce_gpu,4.124263286590576,4.6025371092187495
27,30000,scAce_gpu,3.972284003098806,4.499477260078125
28,30000,scAce_gpu,4.3709719697634375,4.54109687484375
29,30000,scAce_gpu,4.1037992755572,4.76162635609375
30,40000,scAce_gpu,5.948214507102966,5.158530270156249
31,40000,scAce_gpu,5.435502370198567,5.375111192343749
32,40000,scAce_gpu,5.388765096664429,5.4527388804687495
33,40000,scAce_gpu,5.590479695796967,5.503947267812499
34,40000,scAce_gpu,5.532271230220795,5.551215288124999
35,50000,scAce_gpu,7.112446026007334,5.8834062513281244
36,50000,scAce_gpu,7.07377628882726,6.15604114734375
37,50000,scAce_gpu,7.178288857142131,6.184270887031249
38,50000,scAce_gpu,7.4608928799629215,6.235036904687499
39,50000,scAce_gpu,7.0161404053370156,6.293872073125
40,60000,scAce_gpu,9.001969250043233,6.708106229296875
41,60000,scAce_gpu,9.564537755648296,6.987053085390625
42,60000,scAce_gpu,9.088048036893209,6.999283788046874
43,60000,scAce_gpu,9.1114173134168,7.0801882886718746
44,60000,scAce_gpu,8.986464814345043,7.168363217031249
45,68579,scAce_gpu,10.325745181242626,7.778898922031249
46,68579,scAce_gpu,9.790973416964214,8.041134034375
47,68579,scAce_gpu,10.814489781856537,8.079042658984374
48,68579,scAce_gpu,10.616356273492178,8.115808495234374
49,68579,scAce_gpu,10.063034152984619,8.164555177187498
